case_received_date,case_status,class_of_admission,country_of_citizenship,decision_date,employer_city,employer_country,employer_name,employer_state,foreign_worker_info_birth_country,job_info_education,pw_determ_date,pw_expire_date,pw_job_title_9089,Processing Day
22-11-2013,Certified,H-1B,INDIA,14-05-2015,INDIANAPOLIS,UNITED STATES OF AMERICA,"NATIONAL GOVERNMENT SERVICES, INC.",INDIANA,INDIA,Bachelor's,31-07-2013,30-06-2014,Network and Computer Systems Administrators,538
20-12-2013,Certified,H-1B,CHINA,12-06-2015,MOUNTAIN VIEW,UNITED STATES OF AMERICA,GOOGLE INC.,CALIFORNIA,CHINA,Bachelor's,26-09-2013,30-06-2014,"Software Developers, Applications",539
12-11-2013,Certified-Expired,H-1B,INDIA,31-03-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,23-07-2013,30-06-2014,Computer Systems Analysts,504
19-11-2013,Certified,H-1B,INDIA,26-05-2015,CLARKSBURG,UNITED STATES OF AMERICA,CYNCZ LLC,MARYLAND,INDIA,Bachelor's,10-09-2013,30-06-2014,"Software Developers, Applications",553
18-11-2013,Certified,H-1B,INDIA,22-05-2015,FEDERAL WAY,UNITED STATES OF AMERICA,APPLEXUS TECHNOLOGIES LLC,WASHINGTON,INDIA,Master's,20-06-2013,18-09-2013,"SOFTWARE DEVELOPERS, APPLICATIONS",550
14-11-2013,Certified,H-1B,INDIA,11-05-2015,MILFORD,UNITED STATES OF AMERICA,SIEMENS PLM SOFTWARE INC.,OHIO,INDIA,Master's,30-04-2013,29-07-2013,"Software Developers, Applications",543
12-11-2013,Certified-Expired,H-1B,INDIA,31-03-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,23-07-2013,30-06-2014,Computer Systems Analysts,504
19-11-2013,Certified,H-1B,TANZANIA,14-05-2015,KILLEEN,UNITED STATES OF AMERICA,METROPLEX ADVENTIST HOSPITAL,TEXAS,TANZANIA,Master's,18-07-2013,30-06-2014,Accountants and Auditors,541
13-11-2013,Certified,H-1B,INDIA,20-05-2015,SOUTH PLAINFIELD,UNITED STATES OF AMERICA,"RADIANT SYSTEMS, INC.",NEW JERSEY,INDIA,Master's,26-07-2013,30-06-2014,"Software Developers, Applications",553
13-01-2014,Certified,H-1B,INDIA,16-06-2015,CUMMING,UNITED STATES OF AMERICA,IT DIVISION INC,GEORGIA,INDIA,Master's,25-09-2013,30-06-2014,"Software Developers, Applications",519
16-10-2014,Certified-Expired,H-1B,INDIA,09-03-2015,BINGHAM FARMS,UNITED STATES OF AMERICA,"COGENT INTEGRATED BUSINESS SOLUTIONS, INC.",MICHIGAN,INDIA,Master's,03-03-2014,30-06-2014,"Software Developers, Applications",144
12-11-2013,Certified-Expired,H-1B,INDIA,23-03-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,23-07-2013,30-06-2014,Computer Systems Analysts,496
11-11-2013,Certified,H-1B,INDIA,13-05-2015,SAN ANTONIO,UNITED STATES OF AMERICA,"RACKSPACE US, INC.",TEXAS,INDIA,Bachelor's,20-05-2013,18-08-2013,Database Administrators,548
03-12-2013,Certified,H-1B,PAKISTAN,28-05-2015,PALO ALTO,UNITED STATES OF AMERICA,"SAP LABS, LLC",CALIFORNIA,PAKISTAN,Bachelor's,26-06-2013,24-09-2013,Market Research Analysts and Marketing Specialists,541
20-11-2013,Certified,H-1B,GRENADA,19-05-2015,LINCOLNSHIRE,UNITED STATES OF AMERICA,HEWITT ASSOCIATES LLC,ILLINOIS,GRENADA,Bachelor's,09-07-2013,30-06-2014,Computer Systems Analysts,545
21-07-2009,Denied,H-1B,CANADA,15-05-2015,BIRMINGHAM,UNITED STATES OF AMERICA,SAMFORD UNIVERSITY,ALABAMA,CANADA,Bachelor's,09-04-2009,30-06-2009,Coaches and Scouts,2124
09-05-2014,Certified-Expired,H-1B,INDIA,09-10-2014,TAYLOR,UNITED STATES OF AMERICA,ANGSTROM USA LLC,MICHIGAN,INDIA,Master's,27-01-2014,30-06-2014,Mechanical Engineer,153
21-11-2013,Certified,H-1B,INDIA,24-06-2015,RTP,UNITED STATES OF AMERICA,IBM CORPORATION,NORTH CAROLINA,INDIA,Bachelor's,26-07-2013,30-06-2014,"Software Developers, Applications",580
15-11-2013,Certified,H-1B,INDIA,18-05-2015,BRAINTREE,UNITED STATES OF AMERICA,"THE DOTCOM.TEAM, LLC",MASSACHUSETTS,INDIA,Associate's,04-11-2013,30-06-2014,"Software Developers, Applications",549
12-11-2013,Certified,H-1B,CHINA,21-05-2015,LONG BEACH,UNITED STATES OF AMERICA,COMPULINK MANAGEMENT CENTER INC,CALIFORNIA,CHINA,Master's,13-05-2013,11-08-2013,"Software Developers, Applications",555
12-11-2013,Certified,F-1,SOUTH KOREA,21-05-2015,DALLAS,UNITED STATES OF AMERICA,"SAM MOON TRADING ENTERPRISES, LTD.,",TEXAS,SOUTH KOREA,Master's,23-08-2013,30-06-2014,Purchasing Managers,555
28-01-2009,Certified-Expired,H-1B,MEXICO,14-01-2015,NEW YORK,UNITED STATES OF AMERICA,"CAPE ADVISORS, INC.",NEW YORK,MEXICO,Bachelor's,25-08-2008,30-06-2009,INTERIOR DESIGNERS,2177
20-11-2013,Certified,H-1B,RUSSIA,12-05-2015,HOUSTON,UNITED STATES OF AMERICA,CAMAC INTERNATIONAL CORPORATION,TEXAS,RUSSIA,Bachelor's,02-07-2013,30-06-2014,Cost Estimators,538
12-11-2013,Certified-Expired,L-1,INDIA,30-03-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,23-07-2013,30-06-2014,Computer Systems Analysts,503
04-05-2009,Denied,H-1B,TURKEY,18-05-2015,PHOENIX,UNITED STATES OF AMERICA,LIBERTY PETROLEUM CORPORATION,ARIZONA,TURKEY,Master's,08-01-2009,30-06-2009,General and Operational Managers,2205
02-11-2009,Denied,H-1B,INDIA,28-08-2015,PALO ALTO,UNITED STATES OF AMERICA,VARIAN MEDICAL SYSTEMS,CALIFORNIA,INDIA,Master's,20-04-2009,20-07-2009,Network & Computer Systems Administrators,2125
08-03-2010,Denied,H-1B,INDIA,12-08-2015,NORCROSS,UNITED STATES OF AMERICA,"FUTURETECH CONSULTANTS, LLC",GEORGIA,INDIA,Bachelor's,06-10-2009,30-06-2010,Computer Software Engineer,1983
06-04-2010,Denied,H-1B,INDIA,13-03-2015,ALEXANDRIA,UNITED STATES OF AMERICA,COGSDALE SUPPORT LTD,VIRGINIA,INDIA,Bachelor's,22-12-2009,30-06-2010,Computer Software Engineers,1802
02-09-2010,Certified-Expired,H-1B,PANAMA,13-03-2015,FORT WORTH,UNITED STATES OF AMERICA,AMERICAN AIRLINES,TEXAS,PANAMA,Master's,08-06-2010,06-09-2010,"Electronics Engineers, Except Computer",1653
14-11-2013,Certified-Expired,H-1B,INDIA,01-04-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,23-07-2013,30-06-2014,Computer Systems Analysts,503
13-11-2013,Certified-Expired,H-1B,INDIA,31-03-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Master's,19-07-2013,30-06-2014,Computer Systems Analysts,503
12-12-2013,Certified,E-2,FRANCE,29-05-2015,DENTON,UNITED STATES OF AMERICA,"LABINAL, LLC",TEXAS,FRANCE,Associate's,30-05-2013,28-08-2013,"Electronics Engineers, Except Computer",533
12-11-2013,Certified-Expired,L-1,INDIA,31-03-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,19-07-2013,30-06-2014,"Software Developers, Applications",504
12-11-2013,Certified-Expired,H-1B,INDIA,30-03-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,19-07-2013,30-06-2014,"Software Developers, Applications",503
06-03-2015,Certified,H-1B,CANADA,23-09-2015,PULLMAN,UNITED STATES OF AMERICA,WASHINGTON STATE UNIVERSITY,WASHINGTON,CANADA,Doctorate,11-02-2015,30-06-2015,"Health Specialties Teachers, Postsecondary",201
06-03-2015,Certified,H-1B,TURKEY,23-09-2015,PULLMAN,UNITED STATES OF AMERICA,WASHINGTON STATE UNIVERSITY,WASHINGTON,TURKEY,Doctorate,10-02-2015,30-06-2015,"Engineering Teachers, Postsecondary",201
09-03-2015,Certified,H-1B,SOUTH KOREA,23-09-2015,PULLMAN,UNITED STATES OF AMERICA,WASHINGTON STATE UNIVERSITY,WASHINGTON,SOUTH KOREA,Doctorate,10-02-2015,30-06-2015,"Engineering Teachers, Postsecondary",198
20-01-2009,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,08-10-2008,01-07-2009,Systems Analyst,2094
26-01-2009,Certified-Expired,H-1B,INDIA,17-11-2014,BOSTON,UNITED STATES OF AMERICA,"KEANE, INC.",MASSACHUSETTS,INDIA,Bachelor's,24-07-2008,30-06-2009,"Computer Software Engineers, Applications",2121
17-12-2014,Certified,H-1B,INDIA,19-06-2015,PULLMAN,UNITED STATES OF AMERICA,WASHINGTON STATE UNIVERSITY,WASHINGTON,INDIA,Doctorate,28-10-2014,30-06-2015,"Business Teachers, Postsecondary",184
09-10-2014,Certified-Expired,H-1B,CANADA,03-03-2015,PULLMAN,UNITED STATES OF AMERICA,WASHINGTON STATE UNIVERSITY,WASHINGTON,CANADA,Doctorate,22-09-2014,30-06-2015,"Physics Teachers, Postsecondary",145
18-08-2014,Certified-Expired,H-1B,CANADA,02-01-2015,PULLMAN,UNITED STATES OF AMERICA,WASHINGTON STATE UNIVERSITY,WASHINGTON,CANADA,Doctorate,01-07-2014,30-06-2015,"Biological Science Teachers, Postsecondary",137
04-09-2007,Denied,H-1B,PERU,13-04-2015,FT. MITCHELL,UNITED STATES OF AMERICA,COLUMBIA SUSSEX CORPORATION,KENTUCKY,PERU,Bachelor's,14-06-2007,14-09-2007,Housekeeping Supervisors,2778
26-02-2015,Certified,H-1B,SOUTH KOREA,04-09-2015,NEW YORK,UNITED STATES OF AMERICA,"ZONI LANGUAGE CENTER, INC",NEW YORK,SOUTH KOREA,Bachelor's,17-07-2014,30-06-2015,"Educational, Guidance, School, and Vocational Counselors",190
19-03-2008,Denied,B-2,PHILIPPINES,03-08-2015,DELHI,UNITED STATES OF AMERICA,O'CONNOR HOSPITAL,NEW YORK,PHILIPPINES,Bachelor's,03-08-2007,30-06-2008,Medical & Clinical Laboratory Technologist,2693
16-07-2008,Certified,EWI,PAKISTAN,08-09-2015,CHICAGO,UNITED STATES OF AMERICA,"LAKHA ENTERPRISES, INC. D/B/A USMANIA",ILLINOIS,PAKISTAN,Other,18-04-2008,17-07-2008,COOK,2610
18-09-2013,Certified,H-1B,UZBEKISTAN,17-04-2015,DES PLAINES,UNITED STATES OF AMERICA,CONCEPT SCHOOLS NFP,ILLINOIS,UZBEKISTAN,Master's,18-06-2013,16-09-2013,ACCOUNTANTS AND AUDITORS,576
12-01-2010,Denied,H-1B,CANADA,19-05-2015,NIAGARA FALLS,UNITED STATES OF AMERICA,"CSI INTERNATIONAL, INC",NEW YORK,CHINA,Bachelor's,06-10-2009,30-06-2010,Purchasing Managers,1953
31-07-2008,Denied,H-1B,INDIA,14-10-2014,REDMOND,UNITED STATES OF AMERICA,MICROSOFT CORPORATION,WASHINGTON,INDIA,Master's,06-09-2007,30-06-2008,"Computer Software Engineers, Systems",2266
10-10-2008,Denied,H-1B,INDIA,29-07-2015,NEWARK,UNITED STATES OF AMERICA,AMSOL INC,DELAWARE,INDIA,Master's,30-04-2008,29-07-2008,Operations Research Analyst,2483
26-08-2008,Denied,H-1B,BRAZIL,14-10-2014,NORTH BAY VILLAGE,UNITED STATES OF AMERICA,"GOLTV, INC.",FLORIDA,BRAZIL,Master's,10-06-2008,08-09-2008,Chief Financial Officer,2240
25-09-2008,Denied,H-1B,DOMINICA,13-04-2015,FORT WORTH,UNITED STATES OF AMERICA,"WEAVER & TIDWELL, L.L.P.",TEXAS,DOMINICA,Bachelor's,26-08-2008,30-06-2009,Auditors,2391
27-08-2008,Denied,H-1B,INDIA,16-09-2015,BLUE BELL,UNITED STATES OF AMERICA,GENILOGIX,PENNSYLVANIA,INDIA,Bachelor's,12-02-2008,30-06-2008,"Computer Software Engineers, Applications",2576
23-06-2008,Denied,H-1B,FRANCE,20-05-2015,CONYERS,UNITED STATES OF AMERICA,ROCKLAND COUNTRY DAY SCHOOL,NEW JERSEY,FRANCE,Bachelor's,23-11-2007,30-06-2008,"MIDDLE SCHOOL TEACHERS, EXCEPT SPECIAL & VOCATIONAL ED",2522
17-07-2009,Denied,H-1B,FRANCE,02-06-2015,DALLAS,UNITED STATES OF AMERICA,DALLAS INTERNATIONAL SCHOOL,TEXAS,FRANCE,Other,12-12-2008,30-06-2009,History and Geography Teacher/Middle School Coordinator,2146
07-11-2013,Certified-Expired,H-1B,PHILIPPINES,30-03-2015,NEW YORK,UNITED STATES OF AMERICA,"MEDICAL DYNAMIC SYSTEMS, INC",NEW YORK,PHILIPPINES,Bachelor's,23-09-2013,30-06-2014,Operations Research Analyst,508
25-06-2014,Certified-Expired,H-1B,INDIA,25-11-2014,FREMONT,UNITED STATES OF AMERICA,"E-BASE TECHNOLOGIES, INC",CALIFORNIA,INDIA,Bachelor's,23-04-2014,22-07-2014,Computer Systems Analysts,153
29-10-2008,Certified,H-1B,INDIA,31-08-2015,FREMONT,UNITED STATES OF AMERICA,DGN TECHNOLOGIES INC.,CALIFORNIA,INDIA,Master's,19-06-2008,17-09-2008,computer and information systems manager,2497
20-08-2009,Denied,H-1B,ISRAEL,20-08-2015,LYNBROOK,UNITED STATES OF AMERICA,SUITS WAREHOUSE OUTLET CORP. D/B/A KARAKO DESIGNER SUITS,NEW YORK,ISRAEL,Bachelor's,29-08-2008,30-06-2009,ELECTRICAL ENGINEER,2191
30-10-2009,Denied,H-1B,UNITED KINGDOM,18-09-2015,ASHTON,UNITED STATES OF AMERICA,"REDDEMEADE FARM, INC",MARYLAND,SOUTH AFRICA,Bachelor's,22-10-2008,22-10-2009,Recreation Workers,2149
20-08-2009,Denied,H-1B,INDIA,26-01-2015,EVERETT,UNITED STATES OF AMERICA,FLUKE ELECTRONICS CORPORATION,WASHINGTON,INDIA,Master's,12-06-2009,10-09-2009,Computer Systems Analysts,1985
30-06-2015,Withdrawn,H-1B,CHINA,02-09-2015,NORMAN,UNITED STATES OF AMERICA,THE UNIVERSITY OF OKLAHOMA,OKLAHOMA,CHINA,Master's,05-08-2014,30-06-2015,Librarian I,64
28-08-2009,Denied,F-1,INDIA,09-01-2015,PORT ARTHUR,UNITED STATES OF AMERICA,"GULF COAST CARDIOLOGY GROUP, P.L.L.C",TEXAS,INDIA,Master's,29-05-2009,29-08-2009,Accountant,1960
22-10-2009,Denied,H-1B,INDIA,22-10-2014,WALTHAM,UNITED STATES OF AMERICA,BURNTSAND CORPORATION,MASSACHUSETTS,INDIA,Other,16-06-2009,13-09-2009,Computer Systems Analysts,1826
11-09-2009,Denied,H-1B,NEW ZEALAND,18-05-2015,LOS ANGELES,UNITED STATES OF AMERICA,"OAKTREE CAPITAL MANAGEMENT, L.P.",CALIFORNIA,NEW ZEALAND,Bachelor's,11-05-2009,09-08-2009,Financial Analysts,2075
10-11-2008,Certified-Expired,H-1B,INDIA,05-02-2015,SANJOSE,UNITED STATES OF AMERICA,"JASS & ASSOCIATES,INC.",CALIFORNIA,INDIA,Master's,08-07-2008,01-07-2009,"Computer S/W Engineers, Applications",2278
30-10-2008,Denied,H-1B,UNITED KINGDOM,14-10-2014,PONTE VEDRA BEACH,UNITED STATES OF AMERICA,"PGA TOUR, INC.",FLORIDA,UNITED KINGDOM,Bachelor's,28-10-2008,30-06-2009,Marketing Manager,2175
25-06-2009,Denied,H-1B,COLOMBIA,02-06-2015,WESTON,UNITED STATES OF AMERICA,GALCA CONSTRUCTION CORP,FLORIDA,COLOMBIA,Bachelor's,13-04-2009,12-07-2009,Cost Estimators,2168
14-11-2008,Denied,H-1B,UNITED KINGDOM,02-06-2015,CLOVERDALE,UNITED STATES OF AMERICA,"SUMMIT HELICOPTERS, INC.",VIRGINIA,UNITED KINGDOM,Bachelor's,11-08-2008,30-06-2009,Commercial Pilots,2391
21-11-2008,Certified,H-1B,MEXICO,12-08-2015,ANOKA,UNITED STATES OF AMERICA,"HOFFMAN ENCLOSURES, INC.",MINNESOTA,MEXICO,Bachelor's,10-11-2008,30-06-2009,General and Operations Managers,2455
21-11-2008,Denied,H-1B,HONDURAS,13-04-2015,HOUSTON,UNITED STATES OF AMERICA,"DESIGNER STONE CENTER, INC.",TEXAS,HONDURAS,Bachelor's,28-05-2008,27-05-2009,Accountants,2334
22-12-2008,Certified-Expired,H-1B,INDIA,02-02-2015,NEW YORK,UNITED STATES OF AMERICA,AMERICAN EXPRESS TRAVEL RELATED SERVICES,NEW YORK,INDIA,Bachelor's,22-10-2008,30-06-2009,Computer Software Engineer,2233
21-11-2008,Certified-Expired,H-1B,INDIA,02-02-2015,CUPERTINO,UNITED STATES OF AMERICA,APPLE INC.,CALIFORNIA,INDIA,Bachelor's,19-09-2008,01-07-2009,"Computer Software Engineer, Application",2264
04-12-2008,Denied,H-1B,INDIA,09-07-2015,FREMONT,UNITED STATES OF AMERICA,DGN TECHNOLOGIES INC.,CALIFORNIA,INDIA,Bachelor's,19-06-2008,17-09-2008,COMPUTER SYSTEMS ANALYST,2408
04-12-2008,Certified,H-1B,INDIA,11-08-2015,REDMOND,UNITED STATES OF AMERICA,MICROSOFT CORPORATION,WASHINGTON,INDIA,Bachelor's,08-07-2008,06-10-2008,Computer Support Specialists,2441
02-12-2008,Denied,H-1B,PHILIPPINES,15-05-2015,WEST PALM BEACH,UNITED STATES OF AMERICA,SCHOOL DISTRICT OF PALM BEACH COUNTY,FLORIDA,PHILIPPINES,Bachelor's,01-07-2008,30-06-2009,Mathematics teacher,2355
21-01-2009,Denied,H-1B,INDIA,28-05-2015,RTP,UNITED STATES OF AMERICA,IBM CORPORATION,NORTH CAROLINA,INDIA,Master's,11-09-2008,30-06-2009,"Computer Software Engineers, Systems Software",2318
12-12-2008,Denied,B-2,MALAYSIA,28-08-2015,BROOKLYN,UNITED STATES OF AMERICA,SPECIAL EDUCATION ASSOCIATES,NEW YORK,MALAYSIA,Bachelor's,29-05-2008,27-08-2008,SPEECH PATHOLOGIST,2450
16-01-2009,Denied,H-1B,INDIA,14-10-2014,REDMOND,UNITED STATES OF AMERICA,MICROSOFT CORPORATION,WASHINGTON,INDIA,Bachelor's,25-09-2008,30-06-2009,Computer Systems Analysts,2097
04-10-2011,Denied,H-1B,UKRAINE,11-08-2015,NEW YORK,UNITED STATES OF AMERICA,"MOORE CAPITAL MANAGEMENT, LP",NEW YORK,UKRAINE,Doctorate,10-06-2011,08-09-2011,Financial Analysts,1407
20-03-2009,Denied,B-2,POLAND,13-04-2015,BROOKLYN,UNITED STATES OF AMERICA,POLAM  INTERNATIONAL  MEAT  MARKET INC,NEW YORK,POLAND,High School,01-12-2008,30-06-2009,Cook,2215
28-03-2009,Denied,H-1B,INDIA,20-05-2015,NEW YORK,UNITED STATES OF AMERICA,MPHASIS CORPORATION,NEW YORK,INDIA,Bachelor's,22-08-2008,30-06-2009,"Computer Software Engineers, Applications",2244
06-05-2009,Denied,H-1B,UGANDA,30-01-2015,NEW YORK,UNITED STATES OF AMERICA,PALLADIA INC,NEW YORK,UGANDA,Master's,21-11-2008,30-06-2009,Rehabilitation Counselors,2095
08-04-2009,Denied,H-1B,INDIA,28-08-2015,SAN JOSE,UNITED STATES OF AMERICA,"CISCO SYSTEMS, INC.",CALIFORNIA,INDIA,Master's,14-10-2008,10-09-2009,"Computer Software Engineers, Systems",2333
22-04-2009,Denied,H-1B,ARGENTINA,17-09-2015,NEW YORK,UNITED STATES OF AMERICA,BANK HAPOALIM,NEW YORK,ARGENTINA,Bachelor's,09-04-2009,30-06-2009,Personal Financial Advisors,2339
06-04-2009,Denied,H-1B,INDIA,09-07-2015,FREMONT,UNITED STATES OF AMERICA,DGN TECHNOLOGIES INC.,CALIFORNIA,INDIA,Master's,03-12-2008,01-07-2009,computer and information systems manager,2285
09-07-2009,Denied,EWI,INDIA,22-06-2015,BIRMINGHAM,UNITED STATES OF AMERICA,"KHUSI, LLC D/B/A SUBWAY",ALABAMA,INDIA,High School,08-07-2009,07-10-2009,FOOD SERVICE MANAGER,2174
16-04-2009,Denied,H-1B,CHINA,31-08-2015,NEW YORK,UNITED STATES OF AMERICA,THE CHINA PRESS,NEW YORK,CHINA,Bachelor's,14-01-2009,30-06-2009,Reporter,2328
08-05-2009,Denied,H-1B,NIGERIA,02-12-2014,HOUSTON,UNITED STATES OF AMERICA,"GEORGE STEVENS RESOURCES COMPANY, INC.",TEXAS,NIGERIA,Bachelor's,28-01-2009,30-06-2009,Engineering Managers,2034
07-05-2009,Denied,H-1B,INDIA,09-07-2015,FREMONT,UNITED STATES OF AMERICA,DGN TECHNOLOGIES INC.,CALIFORNIA,INDIA,Master's,03-12-2008,01-07-2009,computer and information systems manager,2254
07-05-2009,Denied,H-1B,INDIA,27-05-2015,ANNAPOLIS,UNITED STATES OF AMERICA,"STARRY ASSOCIATES, INCORPORATED",MARYLAND,INDIA,Master's,06-11-2008,05-11-2009,Computer Systems Analysts,2211
23-07-2009,Denied,H-1B,INDIA,25-08-2015,PISCATAWAY,UNITED STATES OF AMERICA,SUBEX TECHNOLOGIES INC,NEW JERSEY,INDIA,Bachelor's,21-01-2009,30-06-2009,Network and Computer Systems Administrator,2224
11-05-2009,Denied,H-1B,UNITED KINGDOM,15-05-2015,LOS ANGELES,UNITED STATES OF AMERICA,COMPUTER GRAPHICS AND NETWORKING,CALIFORNIA,UNITED KINGDOM,Master's,19-11-2008,01-07-2009,"Financial Manager, Branch or Department",2195
25-05-2009,Denied,H-1B,INDIA,09-07-2015,FREMONT,UNITED STATES OF AMERICA,DGN TECHNOLOGIES INC.,CALIFORNIA,INDIA,Master's,03-12-2008,01-07-2009,computer and information systems manager,2236
06-07-2009,Denied,H-1B,CHINA,15-05-2015,CHARLOTTESVILLE,UNITED STATES OF AMERICA,HROK L.L.C.,VIRGINIA,CHINA,Bachelor's,17-11-2008,30-06-2009,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2139
26-06-2009,Withdrawn,H-1B,INDIA,19-02-2015,ARLINGTON,UNITED STATES OF AMERICA,PA EMPLOYMENT SERVICES INC,VIRGINIA,UNITED ARAB EMIRATES,Master's,12-05-2009,31-08-2009,Management Analysts,2064
15-07-2009,Denied,H-1B,INDIA,20-05-2015,GREENSBORO,UNITED STATES OF AMERICA,"VOLVO GROUP NORTH AMERICA, INC.",NORTH CAROLINA,INDIA,Bachelor's,08-01-2009,30-06-2009,Mechanical Engineer,2135
07-01-2010,Denied,H-1B1,JAPAN,12-08-2015,NEW YORK,UNITED STATES OF AMERICA,"THE SAKE CLUB, INC.",NEW YORK,JAPAN,Bachelor's,05-10-2009,30-06-2010,Business Operations Manager,2043
22-12-2009,Denied,H-1B,INDIA,18-09-2015,GAITHERSBURG,UNITED STATES OF AMERICA,"ADVANCED INFORMATION SYSTEM, INC.",MARYLAND,INDIA,Bachelor's,17-08-2009,16-08-2010,Computer Systems Analysts,2096
08-01-2015,Certified,H-1B,INDIA,31-07-2015,BEDFORD,UNITED STATES OF AMERICA,INTERACTIVE DATA CORPORATION,MASSACHUSETTS,INDIA,Master's,19-09-2014,30-06-2015,Database Engineer,204
10-09-2009,Denied,F-1,MEXICO,05-03-2015,HOLLYWOOD,UNITED STATES OF AMERICA,"GELATO CAFE, LLC",FLORIDA,MEXICO,Other,29-06-2009,26-09-2009,Engineering Technician,2002
17-08-2009,Denied,H-1B,NIGERIA,18-05-2015,SALINAS,UNITED STATES OF AMERICA,NATIVIDAD MEDICAL CENTER,CALIFORNIA,NIGERIA,Other,16-03-2009,01-07-2009,Family & General Practitioners,2100
09-07-2009,Denied,L-1,BOLIVIA,09-01-2015,PERRYSBURG,UNITED STATES OF AMERICA,"OWENS-ILLINOIS, INC.",OHIO,BOLIVIA,Bachelor's,08-01-2009,30-06-2009,Auditors,2010
07-08-2009,Certified-Expired,H-1B,INDIA,04-11-2014,BROOMFIELD,UNITED STATES OF AMERICA,"WEBROOT SOFTWARE, INC.",COLORADO,INDIA,Master's,05-09-2008,01-07-2009,"Computer Software Engineers, Applications",1915
23-06-2009,Denied,H-1B,JAPAN,06-05-2015,SAN LEANDRO,UNITED STATES OF AMERICA,TRUE WORLD FOODS SAN FRANCISCO LLC,CALIFORNIA,JAPAN,Bachelor's,17-12-2008,01-07-2009,Public Relations Specialists,2143
30-06-2009,Denied,H-1B,INDIA,13-04-2015,CLEVELAND,UNITED STATES OF AMERICA,THE SHERWIN-WILLIAMS COMPANY,OHIO,INDIA,Bachelor's,15-06-2009,13-09-2009,Senior Oracle Applications Developer,2113
23-09-2009,Certified-Expired,H-1B,INDIA,13-01-2015,JOHNSTON,UNITED STATES OF AMERICA,FACTORY MUTUAL INSURANCE COMPANY,RHODE ISLAND,INDIA,Master's,23-03-2009,30-06-2009,Senior Development Database Administrator,1938
15-07-2009,Denied,H-1B,URUGUAY,02-12-2014,CARSON,UNITED STATES OF AMERICA,"NACA  LOGISTICS (USA), INC.",CALIFORNIA,URUGUAY,Bachelor's,19-12-2008,30-06-2009,GENERAL AND OPERATIONS MANAGER,1966
17-07-2009,Denied,L-1,ITALY,06-05-2015,WIXOM,UNITED STATES OF AMERICA,BLM GROUP USA CORPORATION,MICHIGAN,ITALY,High School,03-12-2008,03-03-2009,EngineeringTechnician,2119
14-10-2009,Denied,H-1B,SOUTH KOREA,15-05-2015,ANNANDALE,UNITED STATES OF AMERICA,KOREA MONITOR INC,VIRGINIA,SOUTH KOREA,Master's,03-04-2009,02-07-2009,Marketing Manager,2039
02-09-2009,Denied,F-1,ZIMBABWE,02-06-2015,LINCOLN,UNITED STATES OF AMERICA,UNIVERSITY OF NEBRASKA-LINCOLN,NEBRASKA,ZIMBABWE,Bachelor's,06-04-2009,05-04-2010,SAP Busniess Technologies Lead,2099
14-09-2009,Denied,H-1B,INDIA,09-01-2015,LOUISVILLE,UNITED STATES OF AMERICA,"CABLE TELEVISION LABORATORIES, INC",COLORADO,INDIA,Bachelor's,29-06-2009,29-09-2009,Software Engineer,1943
29-09-2009,Denied,H-1B,INDIA,15-05-2015,MT. VERNON,UNITED STATES OF AMERICA,SABIC INNOVATIVE PLASTICS,INDIANA,INDIA,Doctorate,12-06-2009,10-09-2009,Industrial Engineer,2054
15-09-2009,Denied,H-1B,BRAZIL,21-08-2015,CHICAGO,UNITED STATES OF AMERICA,JP MORGAN CHASE & CO.,ILLINOIS,BRAZIL,Bachelor's,13-08-2009,30-06-2010,"SECURITIES,COMMODITIES,AND FINANCIAL SERVICES SALES AGENTS",2166
26-01-2010,Denied,H-1B,MEXICO,04-09-2015,HOUSTON,UNITED STATES OF AMERICA,GALENA PARK INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,20-10-2009,30-06-2010,Elementary School Teachers,2047
